bc160:0063ad06950c220a2896972488ecaed66e8b3998	Regular Languages meet Prefix Sorting
bc160:0063ad06950c220a2896972488ecaed66e8b3998	Regular Languages meet Prefix Sorting?
bc160:00716c0665b4c54b6567f339e72f4b5d6e8ca45d	ERCIM NEWS (#91, Oct 2022) - Special theme: What is Computation? Alan Turing's Legacy
bc160:00716c0665b4c54b6567f339e72f4b5d6e8ca45d	Special theme: What is Computation? Alan Turing's Legacy
bc160:0073452858f50883a3e49ac3c8c528e5d2c882b8	Metrics and Ambits and Sprawls, Oh My Another - Tutorial on Metric Indexing
bc160:0073452858f50883a3e49ac3c8c528e5d2c882b8	Metrics and Ambits and Sprawls, Oh My Another Tutorial on Metric Indexing
bc160:029ff5f36b43cccaa9eb83caff702aede6e5d455	Identity Types in Algebraic Model Structures and Cubical Sets
bc160:029ff5f36b43cccaa9eb83caff702aede6e5d455	Identity Types in Algebraic Model Structures andCubical Sets
bc160:02a6ce005c57dc8cabefe7db4e69417ea5ced948	H
bc160:02a6ce005c57dc8cabefe7db4e69417ea5ced948	Hierarchial Clustering for OLAP: the Cube File Approach
bc160:02a6ce005c57dc8cabefe7db4e69417ea5ced948	Hierarchial Clustering in OLAP
bc160:02a6ce005c57dc8cabefe7db4e69417ea5ced948	Hierarchial Clustering in OLAP
bc160:02a6ce005c57dc8cabefe7db4e69417ea5ced948	Hierarchical Clustering for OLAP: the Cube File Approach
bc160:03805d35da29eb766c126c75a5862d8b6c419dba	Applications - Lecture slides for Chapter 12 of Deep Learning
bc160:03805d35da29eb766c126c75a5862d8b6c419dba	Applications - Lecture slides for Chapter 12 of Deep Learning
bc160:03805d35da29eb766c126c75a5862d8b6c419dba	Lecture slides for Chapter 12 of Deep Learning - Applications
bc160:0383bb089502173f200f150efb15954dc8f4fe44	On Dedekinds Logicism
bc160:0383bb089502173f200f150efb15954dc8f4fe44	On Dedekind’s Logicism
bc160:043a3259865a0aa1c189152a389da0fcff7e1282	Quantum cryptanalysis in the RAM model: Claw-finding attacks on SIKE
bc160:043a3259865a0aa1c189152a389da0fcff7e1282	Quantum cryptanalysis in the RAM model: Claw-nding attacks on SIKE
bc160:052ee5f30ee8120b1c1aec126ce95c800f21bf2b	Private Approximation of Search Problems
bc160:052ee5f30ee8120b1c1aec126ce95c800f21bf2b	PrivateApproximationofSearchProblems
bc160:0584fcd6ec9fb882f8a11ef2a65fa8e9a054a055	Finding the seed of uniform attachment trees
bc160:0584fcd6ec9fb882f8a11ef2a65fa8e9a054a055	inding the seed of uniform attachment trees
bc160:05ce9c69155d51a69212fc2d97c5f13f167bcee7	Which Sort Orders are Interesting
bc160:05ce9c69155d51a69212fc2d97c5f13f167bcee7	Which Sort Orders are Interesting?
bc160:05ce9c69155d51a69212fc2d97c5f13f167bcee7	Which Sort Orders are Interesting?
bc160:0601a6a7449369876100e47a74531bb8b946aff5	Incremental Maintenance of Views with Duplicates
bc160:0601a6a7449369876100e47a74531bb8b946aff5	Incremental Maintenance of Views with I)uplicates
bc160:069a5d3274a8ff96bdb0f06e4258f54f219d647d	THE KOMLOS CONJECTURE HOLDS FOR VECTOR ´ COLORINGS
bc160:069a5d3274a8ff96bdb0f06e4258f54f219d647d	THE KOMLOS CONJECTURE HOLDS FOR VECTOR COLORINGS
bc160:06f078b293d067e4a0f5197e99768c7da588b0e2	Communication-Efficient Private Protocols for Longest Common Subsequence
bc160:06f078b293d067e4a0f5197e99768c7da588b0e2	Communication-Efficient Private Protocols forLongest Common Subsequence
bc160:084de8f93aa55a28989057bd59070ada3b1de522	Chapter 2 - What Is the Benacerraf Problem?
bc160:084de8f93aa55a28989057bd59070ada3b1de522	Chapter 2 What Is the Benacerraf Problem?
bc160:084e1fb1ed9ac698f1e66e46b6b3b3e732b0d64f	Static Error Detection using Semantic Inconsistency Inference
bc160:084e1fb1ed9ac698f1e66e46b6b3b3e732b0d64f	Static Error Detection using Semantic Inconsistency Inference ∗
bc160:09742017bfcdaf84a5f9b2535fba1431900b2df2	An Improved CNF Encoding Schemefor Probabilistic Inference
bc160:09742017bfcdaf84a5f9b2535fba1431900b2df2	An Improved CNFEncoding Schemefor Probabilistic Inference
bc160:0984928e639c7ce4a97eb6d7ea919dfc2bcfaccb	The Logic in Computer Science Column - Who needs category theory?
bc160:0984928e639c7ce4a97eb6d7ea919dfc2bcfaccb	Who needs category theory?
bc160:0a4d5aee225a0222a854a18e564c9a654ef7bfed	Natural Language Processing in Action - Understanding, analyzing, and generating text with Python
bc160:0a4d5aee225a0222a854a18e564c9a654ef7bfed	Natural Language Processing in Action - Understanding, analyzing, and generating text with Python - Version 9
bc160:0a4d5aee225a0222a854a18e564c9a654ef7bfed	Natural Language Processing in Action - Understanding, analyzing, and generating text with Python - Version 9
bc160:0ad34d7c4a61f083c117186f9c276ba93bca1885	COMPUTATIONAL GEOfli7ETRY
bc160:0ad34d7c4a61f083c117186f9c276ba93bca1885	COMPUTATIONAL GEOfli7ETRY A Dissertation , Presented to the Faculty of the Graduate School of Yale University In Candidacy for the Degree of Doctor of Philosophy by Michael lail Shamos May, 1978 i I I C
bc160:0ad34d7c4a61f083c117186f9c276ba93bca1885	COMPUTATIONAL GEOMETRY
bc160:0b89ec112a49673e5fb4c41cafed380f5719cffc	Smooth Tight Frame Wavelets and Image Microanalyis in the Fourier Domain
bc160:0b89ec112a49673e5fb4c41cafed380f5719cffc	Smooth Tight Frame Wavelets and Image Microanalyis in the Fourier Domain*
bc160:0bb5d45d7a3ba1e5666b1a1049fa922a0bb2694d	The Book Review Column by William Gasarch
bc160:0bb5d45d7a3ba1e5666b1a1049fa922a0bb2694d	The Book Review Column1 by William Gasarch
bc160:0c80cc604d935eb912829dbd68a16d5c8a28b8b4	https://web.stanford
bc160:0c80cc604d935eb912829dbd68a16d5c8a28b8b4	https://web.stanford.edu/class/ee380/Abstracts/170201-slides.pdf
bc160:0c80cc604d935eb912829dbd68a16d5c8a28b8b4	Prof. W. Kahan's Comments on SORN Arithmetic
bc160:0d8424e46ea9b22c0fa05eb1d2a42dc3c4aee94d	ComfortChoice Manager (CCM) Utility Operation Manual
bc160:0d8424e46ea9b22c0fa05eb1d2a42dc3c4aee94d	ComfortChoice Manager (CCM) Utility Operation Manual [American Messaging]
bc160:0dcaa16e1295efc024ba6bdd9fa4ae5375d08151	Prefixed Tableaus and Nested Sequents
bc160:0dcaa16e1295efc024ba6bdd9fa4ae5375d08151	refixed Tableaus and Nested Sequents
bc160:0e1a8ab277b0be063ecd69f62708d988df209d7b	Causality: Objectives and Assessment - Challenges in Machine Learning, Volume 4
bc160:0e1a8ab277b0be063ecd69f62708d988df209d7b	Causality: Objectives and Assessment Challenges in Machine Learning, Volume 4
bc160:0e2318d0e2f4b0bded7eb41ffa21bed4bc1b4cec	Learning Monotone Functions from Random Examples in Polynomial Time
bc160:0e2318d0e2f4b0bded7eb41ffa21bed4bc1b4cec	LearningMonotoneFunctionsfromRandomExamplesinPolynomialTime
bc160:0ed1bd449a27207a7f2a6a960683374e1ca96b11	Topological Phases of Matter: Classification, Stacking Law, and Relation to Topological Quantum Field Theory
bc160:0ed1bd449a27207a7f2a6a960683374e1ca96b11	Topological Quantum Matter
bc160:0f982e018213a537a52b29e2c7a7d19c4a287a9c	Online Barycenter Estimation of Large Weighted Graphs. A multiscale strategy.
bc160:0f982e018213a537a52b29e2c7a7d19c4a287a9c	Online Barycenter Estimation of Large WeightedGraphs. A multiscale strategy.
bc160:1026f270135ba6234eb427bf89e77321516017b2	The existence of designs
bc160:1026f270135ba6234eb427bf89e77321516017b2	The existence of designs II
bc160:10668c849428b7c8d57b38e077741a32f2cdcea6	E
bc160:10668c849428b7c8d57b38e077741a32f2cdcea6	The Fifth Floating-Point Operation for Top-Performance Computers
bc160:11cb9f4a822e10502f01b00749acf35e45c9d1c4	PANCHADASHEE – 04 - DVAITA VIVEKAH - The Differentiation of Duality - MODERN-DAY REFLECTIONS On a 13TH CENTURY VEDANTA CLASSIC by a South African Student Swami Gurubhaktananda 2018
bc160:11cb9f4a822e10502f01b00749acf35e45c9d1c4	PANCHADASHEE – 04 DVAITA VIVEKAH The Differentiation of Duality MODERN-DAY REFLECTIONS On a 13TH CENTURY VEDANTA CLASSIC by a South African Student Swami Gurubhaktananda 2018
bc160:11e448ef0c122abed89edc3ca50e1af13bb14bc2	Sets, Classes and Categories
bc160:11e448ef0c122abed89edc3ca50e1af13bb14bc2	Sets,ClassesandCategories
bc160:11f996a43b8bd1eba35925c099d182e3c2429780	Elliptic curves over finite fields and applications to cryptography
bc160:11f996a43b8bd1eba35925c099d182e3c2429780	Elliptic curves over nite elds and applications to cryptography
bc160:12754c5f10db0c74f21cbc4f67346295570382d2	A Toolkit for Negotiation Support Interfaces to Multi-Dimensional Data
bc160:12754c5f10db0c74f21cbc4f67346295570382d2	DWQ - Toolkit for Negotiation Support Interfaces to Multi-Dimensional Data
bc160:128fd20617340ddd4628fcb1713d628129088df5	EPSILON-APPROXIMATIONS & EPSILON-NETS
bc160:128fd20617340ddd4628fcb1713d628129088df5	EPSILON-APPROXIMATIONS& EPSILON-NETS
bc160:12c2307f9e780ef6470dcf4f072640b825437f29	SDD Beginning-User Manual - Version 2.0
bc160:12c2307f9e780ef6470dcf4f072640b825437f29	SDD Beginning-User Manual Version 2.0
bc160:133695982729ea8295b62d4de0dd87462d9f23de	An Algorithm for Koml´os Conjecture Matching Banaszczyk’s Bound
bc160:133695982729ea8295b62d4de0dd87462d9f23de	An Algorithm for Komlos Conjecture Matching Banaszczyk’s Bound
bc160:1397ef929299989210f35f5ae8b4cd5549a74973	CONVEX RELAXATIONS FOR PERMUTATION PROBLEMS
bc160:1397ef929299989210f35f5ae8b4cd5549a74973	CONVEX RELAXATIONS FOR PERMUTATION PROBLEMS∗
bc160:139eaffee43dad7f1558a13ed1c4ed0fd1c89e47	Summarization, Simplification, and Generation: The Case of Patents
bc160:139eaffee43dad7f1558a13ed1c4ed0fd1c89e47	ummarization, Simplification, and Generation: The Case of Patents
bc160:13f974d3d2e8514ee8a1d8d89a95852c45533052	String Constraints with Concatenation and Transducers Solved Efficientl
bc160:13f974d3d2e8514ee8a1d8d89a95852c45533052	String Constraints with Concatenation and Transducers Solved Efficiently
bc160:1562c37dd0467dde6aba48e7dd4d7e6eb026aaec	Permutation actions on modular tensor categories of topological multilayer phases
bc160:1562c37dd0467dde6aba48e7dd4d7e6eb026aaec	Permutation actions on modular tensor categories oftopological multilayer phases
bc160:157c909bfa5f13f19a8f74ed5b06c1cc97fbd81f	JNANA SARA - The Essence of Self- Knowledge - “THE SANDEEPANY EXPERIENCE” - Reflections by SWAMI GURUBHAKTANANDA
bc160:157c909bfa5f13f19a8f74ed5b06c1cc97fbd81f	JNANA SARA The Essence of Self- Knowledge “THE SANDEEPANY EXPERIENCE” Reflections by SWAMI GURUBHAKTANANDA
bc160:157c909bfa5f13f19a8f74ed5b06c1cc97fbd81f	Reflections by SWAMI GURUBHAKTANANDA
bc160:1625ea6a15dfbefacaff8cf4aebfbfbb8b5e8733	PDF Reference
bc160:1625ea6a15dfbefacaff8cf4aebfbfbb8b5e8733	PDF Reference -  Third Edition
bc160:1625ea6a15dfbefacaff8cf4aebfbfbb8b5e8733	PDF Reference - Third Edition
bc160:1625ea6a15dfbefacaff8cf4aebfbfbb8b5e8733	PDF Reference - Third Edition
bc160:1625ea6a15dfbefacaff8cf4aebfbfbb8b5e8733	PDF Reference - Third Edition
bc160:1625ea6a15dfbefacaff8cf4aebfbfbb8b5e8733	PDF Reference - Third Edition - WTF
bc160:1625ea6a15dfbefacaff8cf4aebfbfbb8b5e8733	PDF Reference - Third Edition - WTF2
bc160:1625ea6a15dfbefacaff8cf4aebfbfbb8b5e8733	PDF Reference - Third Edition - WTF3
bc160:1625ea6a15dfbefacaff8cf4aebfbfbb8b5e8733	PDF Reference - Third Edition - WTF4
bc160:1625ea6a15dfbefacaff8cf4aebfbfbb8b5e8733	PDF Reference - Third Edition - WTF5
bc160:1625ea6a15dfbefacaff8cf4aebfbfbb8b5e8733	PDF Reference - Third Edition - WTF6
bc160:1625ea6a15dfbefacaff8cf4aebfbfbb8b5e8733	PDF Reference - Thrid Edition
bc160:17707e569ec5d1ba09776457742ad48eddc48c2c	SCIENTIFIC COMPOSITION AND METAPHYSICAL GROUND
bc160:17707e569ec5d1ba09776457742ad48eddc48c2c	SCIENTIFIC COMPOSITION AND METAPHYSICAL GROUND -Ground Rules: Lessons from Wilson
bc160:1776afbdefe219242a8d7689e234dca00a147e58	Sound, Complete and Scalable Path-Sensitive Analysis
bc160:1776afbdefe219242a8d7689e234dca00a147e58	Sound, Complete and Scalable Path-Sensitive Analysis ∗
bc160:18330956f76ea647b2c090a8247cf877d463921d	[Review] of] "Gnomes in the Fog: The Reception of Brouwer’s Intuitionism in the 1920s, by Deniis E. Hessling"
bc160:18330956f76ea647b2c090a8247cf877d463921d	[Review] of] "Gnomes in the Fog: The Reception of Brouwer’s Intuitionism in the 1920s, by Dennis E. Hesseling"
bc160:185a4ece34473a749860507c162ac18f7d0d8853	Describing Graphs a FirstOrder Approach to Graph Canonizatio
bc160:185a4ece34473a749860507c162ac18f7d0d8853	Describing Graphs: a FirstOrder Approach to Graph Canonization
bc160:199f2dd5570bff1489adc5de75e5449fe450c277	The Garland of Letters
bc160:199f2dd5570bff1489adc5de75e5449fe450c277	The Garland of Letters
bc160:199f2dd5570bff1489adc5de75e5449fe450c277	The Garland of Lwtters
bc160:19b561eaafb7b4b5189423fd6dc82ca605671f27	CHAPTER 13 - Temporal Processing
bc160:19b561eaafb7b4b5189423fd6dc82ca605671f27	CHAPTER 13 - Tern poral Processing
bc160:1a7a8ad9521311ffa67a0252aa81c52adadc85a2	Security Analysis of Pseudo-Random Number Generators with Input: /dev/random is not Robust
bc160:1a7a8ad9521311ffa67a0252aa81c52adadc85a2	Security Analysis of Pseudo-Random Number Generators with Input: /dev/random is not Robust ?
bc160:1b065c0badd5b74db067d596c6fc30b040e8fc19	United States ( 12 ) Patent Application Publication - RETAINING FIELDS FROM CURRENT EVENT OR GROUP DURING STREAM AGGREGATION
bc160:1b065c0badd5b74db067d596c6fc30b040e8fc19	United States Patent Application Publication - RETAINING FIELDS FROM CURRENT EVENT OR GROUP DURING STREAM AGGREGATION
bc160:1c5d843dfbc0040b93a3db628908f1d73636ce9d	On an Extremal Hypergraph Problem of Brown, Erd ̋os and S ́os
bc160:1c5d843dfbc0040b93a3db628908f1d73636ce9d	On an Extremal Hypergraph Problem of Brown, Erdos and Sos
bc160:1ddb89bc8cd2a057d4e6ffd980a53779ea0b7ab3	Lecture 10 - Predicate Logic - First-order formula
bc160:1ddb89bc8cd2a057d4e6ffd980a53779ea0b7ab3	Lecture 10Predicate Logic - First-order formula
bc160:1f7179ff22bd0a94f46b067e687ee147fc4be0ec	Out of time ordered effective dynamics of a quartic oscillato
bc160:1f7179ff22bd0a94f46b067e687ee147fc4be0ec	Out of time ordered effective dynamics of a quartic oscillator
bc160:203fa3d3c6431beef89d00579cdec790d27475e4	Lecture slides for Chapter 2 of Deep Learning - Linear Algebra
bc160:203fa3d3c6431beef89d00579cdec790d27475e4	Linear Algebra - Lecture slides for Chapter 2 of Deep Learning
bc160:21fb5283d1c5c660de3f0e6dc247bf5f7fe78ca5	Automated Termination Analysis for Term Rewriting
bc160:21fb5283d1c5c660de3f0e6dc247bf5f7fe78ca5	Automated Termination Analysisfor Term Rewriting
bc160:22019e6eac57af51787dc77abc06f5b1173a8e34	Mathematics and Computation
bc160:22019e6eac57af51787dc77abc06f5b1173a8e34	Mathematics and Computation - Ideas Revolutionizing Technology and Science
bc160:22a7dd9797725193895edc1a5c69c57ee7574d59	Chapter 30 - Frechet distance: How to walk your dog
bc160:22a7dd9797725193895edc1a5c69c57ee7574d59	Chapter 30 - Fréchet distance: How to walk your dog
bc160:23831cc7ef7de6249a987f8fcce5265f76f9a6a0	Solving Hard Computational Problems using Propositional Logic
bc160:23831cc7ef7de6249a987f8fcce5265f76f9a6a0	SolvingHardComputationalProblemsusingPropositionalLogic
bc160:2385ad1c566b715db781c52c19225099fe2b78c5	The Landscape of Communication Complexity Classes
bc160:2385ad1c566b715db781c52c19225099fe2b78c5	The Landscape of Communication ComplexityClasses
bc160:24101971c4994b3f8781313de06d9efb3cc58314	at Tvam Asi r Part I - SV/AMI ADVAYANANDA
bc160:24101971c4994b3f8781313de06d9efb3cc58314	at Tvam Asi r Part I - SV/AMI ADVAYANANDA I
bc160:24101971c4994b3f8781313de06d9efb3cc58314	Tat Tvam Asi - Part I - SWAMI ADVAYANANDA
bc160:24101971c4994b3f8781313de06d9efb3cc58314	Tat Tvam Asi r Part I - SV/AMI ADVAYANANDA
bc160:249054050cd258dc7a960ebce03ddbc4bc44b623	United States Patent Application Publication - PLATFORM INDEPENDENT GPU PROFILES FOR MORE EFFICIENT UTILIZATION OF FOR MORE EFFICIENT UTILIZATION OFFOR MORE EFFICIENT UTILIZATION OF FOR MORE EFFICIENT UTILIZATION OF
bc160:249054050cd258dc7a960ebce03ddbc4bc44b623	United States Patent Application Publication - PLATFORM INDEPENDENT GPU PROFILES FOR MORE EFFICIENT UTILIZATION OF GPU RESOURCES
bc160:253e20f6199e0981c3ea97576dca17356faad718	A Machine Learning System that Produces a Stream of Clean, Labeled Data from Any Document. Get Started in Minutes
bc160:253e20f6199e0981c3ea97576dca17356faad718	GLYNT.AI - A Machine Learning System that Produces a Stream of Clean, Labeled Data from Any Document. Get Started in Minutes
bc160:254968ed3a95b07b89dbaf35ae6992f3d3769441	From Domain-Specific Language to Timed Automata
bc160:254968ed3a95b07b89dbaf35ae6992f3d3769441	From Domain-Specific Language toTimed Automata
bc160:25b97448c25cc737d62764a78f90a3327e3749bb	SCHEMATA: THE CONCEPT OF SCHEMA IN THE HISTORY OF LOGIC
bc160:25b97448c25cc737d62764a78f90a3327e3749bb	SCHEMATA: THE CONCEPT OF SCHEMA IN THE HISTORY OFLOGIC
bc160:25ce0180bf6fe3025db085e7d7ea1ea150d4f504	Markov Logic in Infinite Domain
bc160:25ce0180bf6fe3025db085e7d7ea1ea150d4f504	Markov Logic in Infinite Domains
bc160:265079668befd5054ce13aba70da457200597c9c	I. Counterfactuals
bc160:265079668befd5054ce13aba70da457200597c9c	Lecture notes - I. Counterfactuals
bc160:2651d30fa4ddb1568a308ab6503701f3b75e53e8	[Bok about Counterfactuals]
bc160:2651d30fa4ddb1568a308ab6503701f3b75e53e8	[Book about Counterfactuals]
bc160:2651d30fa4ddb1568a308ab6503701f3b75e53e8	[Book about Counterfactuals]
bc160:266930f14252b2aaf48d1b758f86316a70e82c24	LINGUISTIC THEORY
bc160:266930f14252b2aaf48d1b758f86316a70e82c24	LINGUISTIC THEORY - CHAPTER 1 - Simpler Syntax and the Mind: Reflections on Syntactic Theory and Cognitive Science
bc160:266930f14252b2aaf48d1b758f86316a70e82c24	LINGUISTIC THEORY - CHAPTER 1 - Simpler Syntax and the Mind: Reflections on Syntactic Theory and Cognitive Science1
bc160:26b6c0e04cb2b6396ec444aab21f28fde44e4227	Not Disillusioned: Reply to Commentatora
bc160:26b6c0e04cb2b6396ec444aab21f28fde44e4227	Not Disillusioned: Reply to Commentators
bc160:28796ac1dc8898b4acee9b33b40331c0e00fb2da	COMPEEXITY OF SOME PROBLEMS IN PETRI NETS
bc160:28796ac1dc8898b4acee9b33b40331c0e00fb2da	COMPLEXITY OF SOME PROBLEMS IN PETRI NETS
bc160:28fe8a33f329644382fb8513e932ce76d6519b36	Arithmetic properties of plane partitions - To Doron: a wonderful Mensch
bc160:28fe8a33f329644382fb8513e932ce76d6519b36	Arithmetic properties of plane partitions To Doron: a wonderful Mensch
bc160:29f0f2c3fe5d0f0fc1ed6ebdf30ab44a45719e86	Optimal Representations of Polymorphic Types with Subtyping
bc160:29f0f2c3fe5d0f0fc1ed6ebdf30ab44a45719e86	Optimal Representations of Polymorphic Types with Subtyping*
bc160:2a45662fd401d8e67d21608bb59b1460c26743fe	Lectures prepared by: Elchanan Mossel Yelena Shvets - Examples of Continuous Random Variables
bc160:2a45662fd401d8e67d21608bb59b1460c26743fe	Lectures prepared by: Elchanan Mossel, Yelena Shvets - Examples of Continuous Random Variables
bc160:2a6b7989df7b2627c0569ee257722d9748e09a95	Diffusion - Brownian Motion
bc160:2a6b7989df7b2627c0569ee257722d9748e09a95	Diffusion - Brownian Motion - Robert Brown (1773-1858)
bc160:2aa3c4442b63995fc8c77967ccf8afeedeb07862	INTERTWINED SYMMETRY AND TOPOLOGY IN 3 + 1 DIMENSIONAL GAPPED QUANTUM PHASES OF MATTER
bc160:2aa3c4442b63995fc8c77967ccf8afeedeb07862	NTERTWINED SYMMETRY AND TOPOLOGY IN 3 + 1 DIMENSIONAL GAPPED QUANTUM PHASES OF MATTER
bc160:2adce9ce3ce9a42027d89a7103e7d648a629a53a	The Cantor-Schr ̈oder-Bernstein Theorem for ∞-groupoids
bc160:2adce9ce3ce9a42027d89a7103e7d648a629a53a	The Cantor-Schr oder-Bernstein Theorem for ∞-groupoids
bc160:2adce9ce3ce9a42027d89a7103e7d648a629a53a	The Cantor-Schroder-Bernstein Theorem for ∞-groupoids
bc160:2b378a728e161b6727aeaa0932eb0364fbdd9c64	Structure vs. Hardness through the Obfuscation Lens
bc160:2b378a728e161b6727aeaa0932eb0364fbdd9c64	Structure vs. Hardness through the Obfuscation Lens∗
bc160:2b5341bc1d851dd96b37641c09607880054721ca	Baruj Benacerraf - 1920 - 2011 - Biographical Memoir by William E. Paul
bc160:2b5341bc1d851dd96b37641c09607880054721ca	Baruj Benacerraf - Biographical Memoir by William E. Paul
bc160:2b5f5a8faa2893638bb2fba1f20e08d3ccb66cd0	On the Numerical Approximation of the Karhunen-Loeve ` Expansion for Lognormal Random Fields
bc160:2b5f5a8faa2893638bb2fba1f20e08d3ccb66cd0	On the Numerical Approximation of the Karhunen-Loeve Expansion for Lognormal Random Fields
bc160:2bcf64d0e8205d338ef29a26a4de8ecc8505dab3	Neural Networks and Graph Algorithms with Next-Generation Processors
bc160:2bcf64d0e8205d338ef29a26a4de8ecc8505dab3	Neural Networks and Graph Algorithms withNext-Generation Processors
bc160:2c0e44779b72b40edda3eb2eeae81e71648e749d	ON A CONJECTURE OF ERDOS AND SIMONOVITS: ˝ EVEN CYCLES
bc160:2c0e44779b72b40edda3eb2eeae81e71648e749d	ON A CONJECTURE OF ERDOS AND SIMONOVITS: EVEN CYCLES
bc160:2c2e62cafa029b26b0cce3664b1b9e63b2a811ca	Boolean Reasoning
bc160:2c2e62cafa029b26b0cce3664b1b9e63b2a811ca	Boolean Reasoning - The Logic of Boolean Equations
bc160:2c4035b8368292ba29ea2ce8d60194701b4337c8	THE SUFI TEACHINGS OF HAZRAT INAYAT KHAN - VOLUME II
bc160:2c4035b8368292ba29ea2ce8d60194701b4337c8	THE SUFI TEACHINGS OF HAZRAT INAYAT KHAN - VOLUME II - THE MYSTICISM OF SOUND, MUSIC, THE POWER OF THE WORD, COSMIC LANGUAGE
bc160:2d2ef04e1605ba5677bac9e5790c00161f57a07c	Tractability of most probable explanations in mult idimensional Bayesian network classifiers
bc160:2d2ef04e1605ba5677bac9e5790c00161f57a07c	Tractability of most probable explanations in multidimensional Bayesian network classifiers
bc160:2e003a56ebc54f41b711bdee37b26d22eea66082	FORMAL ANALYSIS OF SECURITY PROTOCOLS: PROTOCOL COMPOSITION LOGIC
bc160:2e003a56ebc54f41b711bdee37b26d22eea66082	Protocol Composition Logic
bc160:2ec02808fcee3ed6aec7941fe41c9e8744ad07d9	The Mysterious Flame
bc160:2ec02808fcee3ed6aec7941fe41c9e8744ad07d9	The Mysterious Flame 
bc160:2eefef14a4b49bb63d8d18312aad7e7a9946d7d5	Deep learning
